form_index,form_group_id,section_number,part_index,part_count,form_title,website_label,description,source_rows,question_count,total_points,question_number_in_form,source_file,source_sheet,source_row,section,rule,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,points,feedback
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,9,Chapter2_Section4.xlsx,Chapter2_Section4,50,Chapter 2 Section 4,20412,Retired Officers re-engaged into career posts may maintain what under Rule 020412?,Their last step at retirement,Automatic pensionable appointment,Promotion without interview,Unlimited contract duration,A,Their last step at retirement,1,"Correct. Under PSR Rule 020412, retired Officers re-engaged into career posts are eligible to maintain their last step at retirement."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,10,Chapter2_Section4.xlsx,Chapter2_Section4,51,Chapter 2 Section 4,20412,How is the remuneration of non-Public or non-Civil Servants determined under Rule 020412?,Based on negotiable terms by the parties concerned,Fixed automatically at Director level,Based only on pension rules,By the Staff Union,A,Based on negotiable terms by the parties concerned,1,"Correct. Under PSR Rule 020412, the remuneration of non-Public or non-Civil Servants is based on negotiable terms by the parties concerned."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,11,Chapter2_Section4.xlsx,Chapter2_Section4,52,Chapter 2 Section 4,20413,What is Sabbatical Appointment under Rule 020413?,Appointment of an Officer on GL. 15 or equivalent and above for research and professional development,Appointment of junior staff on GL. 03 only,A disciplinary suspension,A permanent pensionable promotion,A,Appointment of an Officer on GL. 15 or equivalent and above for research and professional development,1,"Correct. Under PSR Rule 020413, Sabbatical Appointment applies to an Officer on GL. 15 or equivalent and above for research and professional development."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,12,Chapter2_Section4.xlsx,Chapter2_Section4,53,Chapter 2 Section 4,20413,What is the duration of Sabbatical Appointment under Rule 020413?,12 calendar months,Two weeks,Six years,Three working days,A,12 calendar months,1,"Correct. Under PSR Rule 020413, Sabbatical Appointment shall be for a period of 12 calendar months."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,13,Chapter2_Section4.xlsx,Chapter2_Section4,54,Chapter 2 Section 4,20414,"Under Rule 020414, who pays travel expenses, lodging and sundries during Sabbatical Appointment?",The host MDA or Organization,The Staff Union,The Officer’s family,The parent MDA only,A,The host MDA or Organization,1,"Correct. Under PSR Rule 020414, the host MDA or Organization is responsible for payment of travel expenses, lodging and sundries."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,14,Chapter2_Section4.xlsx,Chapter2_Section4,55,Chapter 2 Section 4,20414,"Under Rule 020414, who continues to pay the Officer’s salary during Sabbatical Appointment?",The parent MDA or Organization,The Officer personally,The Staff Union,The host MDA only,A,The parent MDA or Organization,1,"Correct. Under PSR Rule 020414, the parent MDA or Organization continues to pay the Officer’s salary for the duration of the leave."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,15,Chapter2_Section4.xlsx,Chapter2_Section4,56,Chapter 2 Section 4,20415,What does Internship connote under Rule 020415?,A structured experience related to a student’s or graduate’s discipline or career goal,A disciplinary trial period,A permanent appointment on pensionable terms,A compulsory retirement process,A,A structured experience related to a student’s or graduate’s discipline or career goal,1,"Correct. Under PSR Rule 020415, Internship connotes a structured experience related to a student’s or graduate’s discipline or career goal."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,16,Chapter2_Section4.xlsx,Chapter2_Section4,57,Chapter 2 Section 4,20415,What is one purpose of Internship under Rule 020415?,"To facilitate acquisition of practical skills, workplace experience and greater professional knowledge",To replace all regular employment,To provide automatic promotion,To avoid formal training,A,"To facilitate acquisition of practical skills, workplace experience and greater professional knowledge",1,"Correct. Under PSR Rule 020415, Internship facilitates acquisition of practical skills, workplace experience and greater knowledge of the profession."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,17,Chapter2_Section4.xlsx,Chapter2_Section4,58,Chapter 2 Section 4,20416,What does Volunteerism mean under Rule 020416?,"Offering one’s time or talents for charitable, educational or other worthwhile activities",Receiving automatic pension without service,Refusing public service duties,Compulsory paid employment,A,"Offering one’s time or talents for charitable, educational or other worthwhile activities",1,"Correct. Under PSR Rule 020416, Volunteerism denotes offering one’s time or talents for charitable, educational or other worthwhile activities, especially in one’s community."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,18,Chapter2_Section4.xlsx,Chapter2_Section4,59,Chapter 2 Section 4,20416,"According to Rule 020416, volunteers are driven by what?",Passion to leave a noble legacy of service to humanity,Desire to avoid service,Automatic promotion rights,Compulsory appointment rules,A,Passion to leave a noble legacy of service to humanity,1,"Correct. Under PSR Rule 020416, volunteers are driven by passion to leave a noble legacy of service to humanity."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,19,Chapter2_Section4.xlsx,Chapter2_Section4,60,Chapter 2 Section 4,20417,Where is the Focal Office for volunteer programme established under Rule 020417?,In the OHCSF,In the Staff Union office,In the Officer’s MDA only,In the Pension Fund Administrator office,A,In the OHCSF,1,"Correct. Under PSR Rule 020417(i), a Focal Office shall be established in the OHCSF to identify fields or tasks available for volunteer programmes and disseminate information."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,20,Chapter2_Section4.xlsx,Chapter2_Section4,61,Chapter 2 Section 4,20417,What are MDAs required to establish in supportive role for internship and volunteerism under Rule 020417?,Desks for the two programmes,Disciplinary panels only,Private recruitment agencies,Pension boards,A,Desks for the two programmes,1,"Correct. Under PSR Rule 020417(i), MDAs in supportive role are required to establish Desks for the two programmes."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,21,Chapter2_Section4.xlsx,Chapter2_Section4,62,Chapter 2 Section 4,20417,What must the Focal Office upload on the OHCSF website under Rule 020417?,"Skills, benefits, conditions of engagement and requisite qualifications",Personal bank details of applicants,Disciplinary records of Officers,All pension records,A,"Skills, benefits, conditions of engagement and requisite qualifications",1,"Correct. Under PSR Rule 020417(ii), the Focal Office uploads skills highlighting benefits and conditions of engagement with requisite qualifications on the OHCSF website."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,22,Chapter2_Section4.xlsx,Chapter2_Section4,63,Chapter 2 Section 4,20417,How do prospective volunteers apply under Rule 020417?,In response to advertisement on the OHCSF website,By refusing medical fitness certification,By anonymous letter only,By oral request to colleagues,A,In response to advertisement on the OHCSF website,1,"Correct. Under PSR Rule 020417(iii), prospective volunteers with specialty in preferred fields apply for engagement in response to advertisement on the OHCSF website."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,23,Chapter2_Section4.xlsx,Chapter2_Section4,64,Chapter 2 Section 4,20417,"Before engagement, prospective volunteers must obtain which two clearances or certifications?",Medical fitness by recognized HCP and security clearance from the Police,Approval from a private school and family consent,Annual leave approval and pension clearance,Promotion result and transfer letter,A,Medical fitness by recognized HCP and security clearance from the Police,1,"Correct. Under PSR Rule 020417(iv), prospective volunteers must be certified medically fit by a recognized Healthcare Provider and obtain security clearance from the Police before engagement."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,24,Chapter2_Section4.xlsx,Chapter2_Section4,65,Chapter 2 Section 4,20417,What must interns engaged directly by MDAs submit under Rule 020417?,Reference letter from their respective institutions,Pension clearance certificate,Retirement notice,Disciplinary query,A,Reference letter from their respective institutions,1,"Correct. Under PSR Rule 020417(v), interns to be engaged directly by MDAs shall submit reference letters from their respective institutions."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,25,Chapter2_Section4.xlsx,Chapter2_Section4,66,Chapter 2 Section 4,20417,"At the end of internship or volunteer programmes, what should successful candidates receive?",Letters of commendation,Automatic pensionable appointment,Dismissal letters,Promotion to GL. 17,A,Letters of commendation,1,"Correct. Under PSR Rule 020417(vii), successful candidates shall be given letters of commendation at the end of the programmes."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,26,Chapter2_Section4.xlsx,Chapter2_Section4,67,Chapter 2 Section 4,20418,For how long may interns be engaged part-time during an academic session?,3 to 6 months,12 to 24 months,One week,Two years,A,3 to 6 months,1,"Correct. Under PSR Rule 020418, interns shall be engaged for 3 to 6 months on part-time during an academic session."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,27,Chapter2_Section4.xlsx,Chapter2_Section4,68,Chapter 2 Section 4,20418,What is the maximum full-time internship period under Rule 020418?,Not more than 12 months,Not more than 4 years,Not more than 6 years,Not more than 3 days,A,Not more than 12 months,1,"Correct. Under PSR Rule 020418, interns may be engaged full-time for a period of not more than 12 months."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,28,Chapter2_Section4.xlsx,Chapter2_Section4,69,Chapter 2 Section 4,20418,For how long may volunteers be engaged at a time under Rule 020418?,Maximum of 12 months,Maximum of 5 years,Maximum of 2 weeks,Maximum of 6 years,A,Maximum of 12 months,1,"Correct. Under PSR Rule 020418, volunteers shall be engaged for a maximum of 12 months at a time."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,29,Chapter2_Section4.xlsx,Chapter2_Section4,70,Chapter 2 Section 4,20419,Stipends for Volunteers shall be in accordance with what under Rule 020419?,The rate contained in the National Volunteering Policy by the Office of the Secretary to the Government of the Federation,The Officer’s private negotiation only,The pension scale for Directors,The Staff Union constitution,A,The rate contained in the National Volunteering Policy by the Office of the Secretary to the Government of the Federation,1,"Correct. Under PSR Rule 020419, stipends for Volunteers shall be in accordance with the rate contained in the National Volunteering Policy by the Office of the Secretary to the Government of the Federation."
6,ch2-s04-p02,4,2,2,PSR Chapter 2 Section 4 - Part 2,Chapter 2 Section 4 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 4, Part 2 of 2.",42-81,40,40,30,Chapter2_Section4.xlsx,Chapter2_Section4,71,Chapter 2 Section 4,20419,Who is responsible for payment of stipends to Volunteers during their service?,Host MDAs,The volunteers’ families,The Staff Union,Private employers only,A,Host MDAs,1,"Correct. Under PSR Rule 020419, Host MDAs are responsible for payment of stipends to Volunteers during the period of their service."
